TICID,Camera,CCD,Tmag,RA,Dec,sector
365426321,1,3,8.05,48.3173,6.4239,31
369372543,3,1,8.24,59.7422,-38.2974,31
369376579,3,1,11.19,60.8177,-36.1588,31
369392838,3,1,10.68,73.5969,-41.8373,31
369393166,3,1,10.42,73.5774,-40.6563,31
369394241,3,1,14.0,73.4695,-36.8207,31
370101728,4,2,7.1,69.9903,-71.5058,31
370227221,4,3,8.1,85.5473,-74.5674,31
372817805,3,3,17.29,67.113,-54.1562,31
372913430,4,4,8.35,119.5335,-60.7805,31
372913439,4,4,10.38,119.5322,-60.7759,31
372914091,4,4,5.05,119.4515,-60.3024,31
374827352,1,3,8.02,54.8343,2.572,31
374997123,4,4,10.3,99.2248,-63.0794,31
375063320,4,4,7.42,100.3749,-65.469,31
375064476,4,4,7.74,100.3168,-64.3598,31
376985426,4,3,14.44,76.9747,-79.8562,31
377058463,1,3,8.12,45.4636,3.1381,31
380965131,1,4,8.35,35.774,7.6023,31
381027324,1,4,8.14,37.4388,7.1434,31
381083284,1,4,9.6,38.6367,7.0119,31
381131433,1,4,8.24,41.107,9.2298,31
381133463,1,3,9.91,50.8419,11.6862,31
381455011,1,3,9.14,49.9078,12.0038,31
381949122,4,1,4.22,76.3774,-57.472,31
381949148,4,1,7.36,76.447,-57.5531,31
381949410,4,1,11.04,76.5439,-58.4745,31
381978020,3,4,8.07,77.5357,-54.2778,31
382028854,4,1,8.74,78.5723,-57.659,31
382042960,4,1,17.01,79.0502,-56.0113,31
382043650,3,4,11.96,79.1914,-54.1712,31
382044998,4,1,10.64,79.4256,-57.1154,31
382145521,4,1,8.0,80.3227,-56.2452,31
382198673,4,1,8.39,81.5633,-59.1928,31
382200986,4,1,11.89,81.8186,-54.9461,31
382246379,4,1,8.06,82.0897,-53.8853,31
382256692,4,1,14.14,82.3691,-58.9128,31
382258517,4,1,9.41,82.578,-53.9764,31
382258769,4,1,10.66,82.5664,-54.6857,31
382267824,4,1,14.63,83.0962,-54.0048,31
382303117,4,1,15.96,83.2785,-56.0647,31
382378540,1,1,16.22,43.0651,-5.0419,31
382391899,1,1,11.05,43.6881,-10.898,31
382392904,1,1,8.66,44.1119,-7.6628,31
382437043,4,4,9.31,117.2148,-63.7201,31
382575967,4,4,9.77,118.2226,-60.7859,31
387534861,1,3,8.01,43.7612,7.0903,31
387544798,1,3,8.24,44.2881,10.5414,31
388104525,4,2,11.6,55.9337,-65.1938,31
388104889,4,2,8.02,55.9867,-63.527,31
388131027,4,2,8.03,65.3618,-69.6155,31
388182039,4,3,10.37,105.6468,-75.1465,31
389364224,4,3,8.52,85.788,-69.0559,31
389669796,4,3,10.39,86.8992,-69.3664,31
389674742,4,2,8.06,86.8045,-66.6996,31
389920950,4,3,7.18,87.7523,-69.9028,31
389924075,4,3,10.4,87.8741,-70.9918,31
391892593,4,4,9.35,115.455,-68.0283,31
391925969,4,3,9.97,107.7566,-75.168,31
391948920,4,3,9.58,79.2501,-78.2955,31
391949880,4,3,7.99,79.5205,-80.9643,31
393489565,3,3,8.07,67.306,-54.4067,31
393491149,4,2,12.54,67.5997,-59.4683,31
396695965,3,3,13.31,65.011,-54.0706,31
396697919,3,3,9.54,65.5494,-57.4365,31
396720998,3,3,13.99,65.6554,-54.1472,31
399920310,1,3,6.74,49.2878,6.7997,31
399948758,1,3,10.41,51.8818,7.3605,31
401926010,1,2,10.8,57.3173,-4.3771,31
401926994,1,2,8.59,57.3774,-0.3559,31
401969556,1,2,8.04,58.027,-3.4165,31
402134523,1,2,10.8,50.7554,-12.3223,31
402135738,2,3,8.16,50.8717,-16.2729,31
402141355,2,3,8.11,52.9764,-20.3684,31
404476565,1,1,8.44,37.3882,-16.0645,31
404485670,3,1,8.06,61.5154,-37.4982,31
404765784,4,2,10.61,84.9251,-67.9396,31
404852431,4,3,8.77,85.2302,-69.1753,31
406477930,2,3,8.16,53.4089,-22.9504,31
407588594,1,3,10.67,47.6112,11.2738,31
416615195,1,3,8.19,50.4569,9.2318,31
416678544,1,3,8.14,52.9401,7.8158,31
416713606,1,3,8.01,53.1135,10.7386,31
416714872,1,3,10.06,53.2272,7.8989,31
416762152,1,3,8.0,55.0813,6.5462,31
419959098,1,4,8.13,31.1432,4.7005,31
419998091,1,4,14.84,34.8288,3.4474,31
420001325,1,4,8.2,35.1949,3.5657,31
420014358,1,4,10.19,35.194,0.6643,31
420073595,1,4,8.14,36.7688,2.4856,31
422847044,1,4,16.13,36.9814,0.3939,31
422913375,1,4,8.6,38.1908,1.4746,31
422913956,1,4,10.89,38.3429,1.1341,31
422915320,1,4,16.48,38.4224,5.3121,31
422946847,1,4,11.73,38.8129,2.797,31
422947967,1,4,8.27,38.951,4.4235,31
423439751,1,1,11.16,47.4852,-13.5011,31
423761762,2,4,9.4,51.3976,-24.2629,31
423783847,2,1,8.18,52.1282,-25.7003,31
425064757,4,3,11.36,82.918,-69.8836,31
425077133,2,4,8.01,41.2624,-17.5807,31
425078068,1,1,8.18,41.2984,-12.1606,31
425178127,1,1,8.56,44.8285,-10.8442,31
425997655,4,2,8.75,55.4587,-62.7673,31
435288705,1,3,8.05,53.1069,12.3634,31
439865717,1,1,8.0,42.9549,-3.4703,31
439874678,1,4,8.06,43.8651,-0.4692,31
439898982,1,1,8.95,44.6502,-3.0264,31
439901008,1,1,8.01,44.785,-4.7834,31
439908180,1,3,15.63,45.7208,-1.1429,31
439910477,1,3,8.73,45.9339,-0.8183,31
439913146,1,2,8.12,46.1223,-2.1667,31
441127437,2,4,8.2,39.5144,-17.1561,31
441131540,2,4,16.57,40.0649,-16.5274,31
441134450,1,1,8.06,40.4434,-13.6101,31
441500807,2,4,8.06,46.6566,-17.4762,31
441501782,2,4,6.36,46.8273,-13.7633,31
441508831,2,4,8.04,48.0245,-14.2398,31
441510228,2,4,8.17,48.1513,-16.7777,31
441511530,1,1,8.18,48.2949,-12.7247,31
445924043,1,3,8.06,47.9182,8.9366,31
445925825,1,3,6.87,49.3609,7.6558,31
445927286,1,3,12.75,49.4261,10.5151,31
452377101,4,1,8.01,88.3344,-51.0529,31
453099619,4,4,8.1,116.0861,-69.5105,31
453823051,1,3,8.48,52.8557,2.6623,31
453826702,1,3,8.81,53.2984,4.6703,31
453835308,1,2,16.05,57.1306,0.7712,31
457163885,1,3,8.74,55.9156,4.2126,31
457168745,1,3,11.14,56.3939,2.7977,31
461714113,2,3,8.06,59.7328,-12.6697,31
461720392,2,3,8.04,60.3036,-15.8634,31
471012790,1,4,12.55,33.5554,-3.963,31
471013461,3,2,14.95,58.6937,-40.2591,31
471013513,4,2,14.84,69.3921,-61.9619,31
471013582,4,3,16.1,91.1287,-71.4231,31
471013673,2,3,16.66,58.9894,-17.477,31
650561395,3,3,17.15,52.0482,-60.3775,31
650902282,3,3,17.32,57.4503,-51.2256,31
651301659,2,1,16.69,44.7678,-33.4603,31
684404985,4,2,17.54,78.708,-65.0209,31
684761824,4,2,16.92,74.7181,-63.8592,31
684905448,4,2,16.89,64.7268,-64.5899,31
684974870,4,2,17.04,69.8522,-59.5905,31
685012668,3,3,17.79,62.639,-58.8676,31
685268302,3,3,17.07,66.4109,-57.2433,31
685352438,3,3,15.93,62.6281,-53.5859,31
685391314,3,3,14.9,64.5734,-50.0054,31
685443916,3,4,17.35,74.6438,-48.6626,31
685490983,3,4,14.77,66.8317,-49.2932,31
685499337,3,4,16.71,67.2647,-47.5321,31
685931477,3,1,16.5,63.9159,-40.3756,31
686241564,2,2,17.05,63.501,-31.9121,31
724424609,4,3,17.39,89.8641,-74.708,31
724466209,4,3,16.37,88.3658,-73.9629,31
724776782,4,3,16.72,85.2795,-72.9378,31
732233859,4,2,17.93,85.2323,-65.3673,31
734469567,4,1,17.44,80.915,-60.4213,31
734535817,4,1,16.57,84.3045,-55.1606,31
734560548,4,1,17.4,89.8385,-54.8701,31
734616311,3,4,14.41,82.4365,-53.2644,31
734803552,3,4,17.42,81.1772,-43.9342,31
735179973,4,3,17.46,97.1163,-77.8119,31
737396657,4,1,16.53,99.9101,-58.6854,31
764653535,4,3,17.17,115.9315,-74.2559,31
765124719,4,4,16.82,114.8857,-66.444,31
765351071,4,4,17.13,105.0705,-65.1461,31
765434315,4,4,17.06,105.2922,-63.2006,31
765549141,4,4,16.28,111.9611,-64.3586,31
765684649,4,4,17.24,111.3732,-62.8818,31
766204378,4,4,17.52,108.2174,-60.2812,31
593228,2,1,9.22,71.8469,-27.8422,32
593230,2,1,8.28,71.8448,-27.8406,32
608932,2,1,8.3,72.1556,-24.942,32
614556,2,1,8.04,72.6756,-29.7782,32
626529,2,1,16.47,72.9738,-25.8208,32
672624,2,1,8.12,73.5055,-27.0563,32
737327,2,1,9.15,74.37,-29.163,32
767943,2,1,8.07,74.8762,-29.3352,32
770004,2,1,8.03,74.8995,-25.3694,32
1235623,3,2,8.07,72.104,-32.8703,32
1273249,2,1,10.07,72.6745,-31.275,32
1396359,3,2,8.14,74.2803,-33.6832,32
1438316,2,1,8.02,74.5613,-30.9593,32
1440684,3,2,8.11,74.8257,-35.6707,32
1517807,3,2,10.03,75.2232,-33.408,32
1528696,2,1,13.17,75.7954,-30.3995,32
4068716,1,2,11.25,79.9551,-4.6048,32
4116436,1,2,9.24,80.3357,-0.6079,32
4205592,1,2,8.2,80.8418,-2.0039,32
4293565,1,2,9.38,81.3361,-2.6108,32
4357066,1,2,9.43,81.7213,-0.1627,32
7420438,3,4,8.21,81.2117,-45.3477,32
7491381,3,4,9.99,82.214,-46.4719,32
7493647,3,4,9.28,82.3618,-44.2838,32
7586485,3,2,8.52,63.5943,-38.3171,32
7586966,3,2,8.01,63.5745,-36.2261,32
7623047,3,2,8.09,64.0249,-39.6199,32
7625199,3,2,11.35,64.4165,-37.7737,32
7647775,3,2,11.02,64.4877,-38.4513,32
7649668,3,2,8.07,64.7692,-41.7494,32
7722646,3,2,8.01,66.2165,-38.3342,32
7723060,3,2,11.22,66.2334,-40.0502,32
9149953,1,1,8.3,60.7454,-0.0632,32
9150015,1,1,4.91,60.654,-0.2704,32
9176012,1,1,9.95,62.3128,-4.9604,32
9266461,1,1,15.76,62.7591,-3.9737,32
9268360,1,1,14.14,62.7924,-0.8134,32
9295107,2,4,8.04,72.5099,-8.5596,32
9354932,2,4,13.0,73.0145,-10.974,32
9358354,2,4,14.29,73.0554,-9.2762,32
9380488,1,1,8.26,73.1856,-7.6517,32
11049041,1,1,8.37,62.8366,-2.9647,32
11053001,1,1,8.05,65.677,-2.2443,32
11201507,1,2,8.02,84.5787,-3.555,32
11289814,1,2,8.08,84.7693,-1.2308,32
13021029,2,1,11.72,75.2997,-26.0541,32
13069774,2,1,11.93,75.8936,-28.4547,32
13072717,2,1,14.32,75.9818,-28.9092,32
13072758,2,1,12.22,76.0884,-29.0342,32
13133610,2,2,16.23,76.5754,-24.0668,32
13203779,2,2,8.04,77.2096,-25.5018,32
13205578,2,2,8.14,77.3069,-28.0469,32
13273388,2,2,8.08,78.2474,-29.6128,32
13344668,2,2,12.67,78.7198,-29.7296,32
13934072,3,2,8.13,75.0488,-37.9946,32
13955147,3,2,8.74,75.2164,-41.0185,32
14001734,3,2,11.74,76.0993,-37.5057,32
14161523,3,2,8.34,77.6873,-38.2924,32
14164720,3,2,8.07,78.0078,-40.3481,32
14164726,3,2,14.94,78.0759,-40.3263,32
20061482,3,1,15.42,88.6439,-38.117,32
20096356,3,1,8.85,89.4617,-38.0677,32
20143614,3,1,14.79,89.5611,-37.5743,32
20181050,3,1,8.03,90.032,-38.1677,32
20299658,3,1,12.7,90.9639,-39.5464,32
21438038,3,1,8.06,85.3633,-41.7219,32
21540586,3,1,10.33,86.3177,-38.6136,32
21618270,3,1,8.01,86.7938,-39.1119,32
24358417,3,1,11.7,81.3447,-34.6682,32
24360361,2,2,8.1,81.5222,-30.6728,32
24398462,3,1,8.09,81.584,-33.1652,32
24405903,1,2,8.03,79.427,-6.6139,32
24450633,3,1,13.72,82.3564,-32.8176,32
24451876,3,1,8.04,82.3927,-35.4004,32
24452802,3,1,10.91,82.4363,-32.6539,32
24518895,2,3,11.89,79.9875,-11.4124,32
24523185,3,1,8.06,82.8069,-31.3035,32
24528012,2,3,8.14,80.2426,-11.6149,32
24606215,2,3,8.1,80.809,-8.5572,32
24720349,2,3,9.97,81.4239,-9.1545,32
24722822,2,3,8.07,81.4992,-6.9635,32
24773594,2,3,10.1,81.6665,-8.76,32
24776909,2,3,9.91,81.7645,-8.6409,32
25078597,4,3,11.75,60.343,-70.8621,32
25118964,4,3,12.03,61.9332,-68.4196,32
25132314,4,3,8.03,62.1285,-68.7022,32
25132999,4,3,10.81,62.0298,-71.4496,32
25133286,4,3,13.58,62.2984,-71.2948,32
25153759,4,3,17.32,63.0189,-68.1525,32
25155310,4,3,10.61,63.375,-69.2265,32
29762078,4,2,8.62,64.5395,-67.244,32
29779873,4,3,12.49,64.8065,-71.3531,32
29780677,4,3,13.23,65.0563,-70.096,32
29830830,4,2,11.7,66.4721,-66.8995,32
29986479,4,3,8.01,72.8589,-68.4398,32
30037565,4,3,9.6,73.5421,-70.379,32
30631031,4,3,7.28,75.1644,-70.6238,32
30848598,4,3,10.9,75.7377,-68.5667,32
30853028,4,2,8.11,75.7767,-66.9099,32
30944189,2,2,12.16,79.3294,-26.4893,32
30960928,2,2,8.03,79.9293,-25.2549,32
31092490,2,2,8.06,80.7578,-27.4031,32
31189268,4,3,12.84,76.8662,-69.8789,32
31192698,2,2,7.01,81.8534,-26.5852,32
31266926,4,3,9.64,88.1558,-71.5155,32
31373667,2,2,11.89,83.2973,-29.2389,32
31378425,2,2,8.16,83.454,-29.0011,32
31381302,4,3,12.49,88.3604,-71.5615,32
31383649,4,3,7.87,88.7143,-70.508,32
31511890,4,3,8.04,89.3423,-67.4283,32
32072326,4,3,8.85,58.1708,-69.4257,32
32089522,4,3,12.98,58.2899,-71.6783,32
32090581,4,3,13.51,58.4151,-68.7409,32
32090583,4,3,13.33,58.4226,-68.7383,32
32497834,2,2,8.14,84.0668,-24.6268,32
32499622,2,2,5.83,84.3187,-27.8716,32
32499655,2,2,13.54,84.3268,-27.9726,32
32500778,2,2,6.86,84.4153,-28.6263,32
32501143,2,2,8.12,84.3876,-27.5847,32
32556882,2,2,13.59,84.9135,-28.5587,32
32644711,2,2,13.11,85.5995,-27.9676,32
32681367,2,2,8.06,85.8688,-25.6223,32
32707957,2,2,8.37,86.2456,-29.7657,32
32811633,2,2,11.66,86.4593,-27.1626,32
32830560,2,2,8.04,86.8956,-24.0356,32
32874669,2,2,9.55,87.2775,-27.5654,32
32875139,2,2,8.11,87.3344,-26.7074,32
32926505,2,2,9.78,87.2944,-24.0455,32
32949762,2,2,12.34,87.6796,-27.6234,32
33102973,2,2,8.17,88.7806,-28.7012,32
33105293,2,2,8.63,88.9321,-26.8566,32
33419248,2,2,8.02,87.4046,-22.2269,32
33473432,2,2,8.0,87.8773,-19.083,32
33521996,2,2,13.34,88.1468,-19.0316,32
33714875,4,3,12.4,60.3684,-72.4247,32
33714944,4,3,12.31,60.3995,-72.2542,32
33834484,4,3,14.11,63.8381,-72.8615,32
33834564,4,3,13.83,63.7863,-72.6418,32
33836359,4,3,8.08,64.0614,-75.344,32
33837062,4,3,13.84,63.9284,-77.5174,32
33864387,4,3,11.4,65.414,-72.5654,32
33866201,4,3,13.79,65.6938,-75.1279,32
33878688,4,3,11.18,66.2218,-73.3336,32
33878971,4,3,13.0,66.1452,-72.7155,32
33881250,4,3,12.88,66.3439,-76.5018,32
34273997,1,1,8.0,62.1207,-7.4812,32
34308493,2,4,8.0,62.2812,-9.2367,32
34512862,2,3,9.65,83.0082,-7.257,32
37817255,1,1,8.13,65.4528,-6.5062,32
37904598,1,1,11.21,66.1784,-6.792,32
37950380,2,4,8.6,66.7854,-8.8986,32
37991571,1,1,8.07,66.9502,-8.3707,32
37993129,2,4,8.27,67.1284,-10.5355,32
38127678,1,1,9.08,68.468,-6.2465,32
38127832,1,1,5.88,68.478,-6.7389,32
38461205,4,2,11.8,61.2415,-63.9086,32
38469560,4,2,8.05,61.9716,-64.604,32
38469670,4,2,5.78,61.8426,-64.2204,32
38510324,4,2,6.62,62.531,-61.5994,32
38515329,4,2,8.02,62.7588,-62.4473,32
38515801,4,2,13.27,62.552,-63.856,32
38518773,4,2,12.71,63.1948,-60.8882,32
38583513,4,2,14.26,63.5292,-65.4135,32
38586127,4,2,9.79,64.1214,-61.0837,32
38586438,4,2,11.67,64.0893,-62.0133,32
38633493,4,2,8.03,64.9985,-61.0058,32
38811498,4,2,8.02,67.3874,-65.3774,32
38827910,4,2,9.75,68.4858,-61.4878,32
38846515,4,2,10.32,68.9599,-64.027,32
38906005,4,2,9.61,69.4424,-60.5234,32
38954456,4,2,8.16,70.2612,-60.8458,32
40898510,4,3,13.01,78.7285,-69.5618,32
41173667,4,3,8.13,91.3987,-69.9151,32
41259805,4,3,8.84,92.1221,-71.1199,32
41533357,4,3,6.07,93.7748,-71.7024,32
43472154,2,3,9.5,74.7024,-8.7278,32
43528564,2,3,8.15,75.1109,-8.2918,32
43529091,2,3,12.66,75.2158,-9.516,32
43605290,1,2,9.43,75.486,-6.9493,32
43646803,1,2,8.06,76.0745,-6.6203,32
43647325,1,2,10.44,76.0819,-6.2298,32
43648157,2,3,9.97,76.1171,-8.0135,32
43784522,2,3,8.01,77.3417,-11.1288,32
43788367,2,3,9.96,77.5967,-7.1722,32
43867000,2,3,8.07,77.9009,-7.8178,32
44890689,2,1,8.0,63.2599,-26.4343,32
44892011,2,1,14.41,63.4177,-27.075,32
46313387,2,3,8.42,83.1852,-15.2187,32
46528984,2,3,8.12,84.3949,-12.6992,32
46556373,2,3,8.01,84.6928,-17.0709,32
46625172,2,3,12.12,84.9791,-13.1334,32
47279259,1,3,8.12,80.6437,16.8039,32
50620873,1,2,13.99,82.2481,-3.5646,32
50622172,1,2,8.02,82.2872,-5.791,32
50722946,1,2,9.2,82.733,-2.6989,32
50724937,1,2,8.67,82.8267,-5.7038,32
50745567,1,2,11.28,82.9912,-3.0605,32
50745582,1,2,9.28,83.0188,-3.0917,32
50748079,1,2,8.89,83.1125,-4.5756,32
50789967,1,2,8.02,83.2652,-1.241,32
50794045,1,2,8.97,83.323,-4.3536,32
55269690,4,2,11.11,76.2403,-63.818,32
55272404,4,2,7.22,76.5466,-62.7878,32
55401680,4,2,8.0,77.9797,-60.655,32
55452078,4,2,10.34,70.6846,-63.7046,32
55478693,4,2,8.01,71.2144,-64.9763,32
55523561,4,2,8.22,72.0654,-62.4282,32
55557707,4,2,10.77,73.0714,-60.394,32
55604274,4,2,8.04,73.5677,-59.9433,32
55604374,4,2,11.83,73.6575,-60.2346,32
55650407,4,2,15.03,73.8641,-62.9784,32
55650590,4,2,12.43,73.7386,-62.5217,32
55652896,4,2,11.57,73.9799,-63.2604,32
55935205,1,1,8.03,68.7354,-6.9963,32
55977436,1,1,15.23,69.08,-6.9034,32
55997020,2,4,13.32,69.4489,-8.8286,32
55997717,2,4,8.3,69.4231,-11.04,32
56097074,2,4,8.04,70.125,-10.6271,32
56124677,1,1,14.57,70.6953,-7.2818,32
60876518,1,4,8.02,66.3783,15.5418,32
60878787,1,4,8.11,66.4817,13.3472,32
60879640,1,4,14.13,66.5335,15.1412,32
60905900,1,4,3.85,66.6515,14.7136,32
67772871,1,1,3.65,63.8049,-7.6728,32
67772873,1,1,7.84,63.8406,-7.6548,32
67776291,1,1,8.03,64.0529,-8.1456,32
67807868,2,4,8.22,64.431,-9.4063,32
70961708,2,4,8.14,64.7839,-13.3297,32
71013467,2,4,13.16,65.7202,-13.353,32
71028829,2,4,8.07,66.1237,-14.6112,32
71110456,2,4,8.06,67.045,-12.2653,32
77156657,3,2,11.88,68.1365,-38.9683,32
77176282,3,2,12.32,68.4273,-39.1038,32
77231544,3,2,8.24,69.4442,-39.9528,32
77263680,3,2,4.14,70.1394,-41.8642,32
77317310,3,2,8.1,70.7856,-36.4089,32
77372867,3,2,16.29,72.8413,-37.7184,32
77436438,3,2,8.02,73.1465,-40.1557,32
77437543,3,2,11.28,73.1245,-36.2571,32
77670492,3,2,8.03,76.1791,-31.7486,32
77702816,3,2,8.26,76.5204,-33.4427,32
77725345,3,2,8.07,77.2966,-35.6385,32
77841049,3,1,8.14,78.0819,-33.3951,32
77893078,3,1,11.95,78.7246,-33.0742,32
77957301,3,1,9.05,79.3439,-35.3661,32
77959296,2,2,13.6,79.4856,-30.797,32
77993360,3,1,8.22,79.8152,-34.3457,32
77994445,3,1,8.22,79.7893,-31.5349,32
78055054,3,1,12.85,80.5383,-30.9708,32
78055893,3,1,11.21,80.4831,-33.1202,32
78055898,3,1,9.56,80.4462,-33.1345,32
92845906,2,2,8.94,82.5796,-19.2755,32
92870715,2,2,9.58,82.9625,-21.7979,32
92878955,2,2,8.03,83.0797,-20.2043,32
93127517,2,2,8.04,84.9685,-21.0357,32
93169098,2,2,8.04,85.2017,-18.3892,32
93277807,2,2,14.0,86.0466,-19.7314,32
93280676,2,2,3.1,86.114,-22.4505,32
93281916,2,2,5.82,86.1182,-20.1264,32
94945758,2,3,5.79,81.7699,-11.9012,32
95054629,2,3,8.04,86.0659,-15.3489,32
100592226,3,1,8.05,86.5694,-32.9788,32
100679966,3,1,8.03,87.5463,-30.8355,32
100776118,3,1,11.51,88.3179,-34.5184,32
100776705,3,1,8.13,88.3742,-35.8251,32
100831279,3,1,8.03,88.7739,-33.9253,32
114921614,2,4,8.03,72.3916,-15.6207,32
114957519,2,4,8.07,72.9502,-12.746,32
117648089,2,4,8.02,68.0084,-15.9575,32
117748478,2,4,10.73,69.2396,-16.2186,32
117772810,2,4,16.31,69.6965,-16.4555,32
117774227,2,4,4.9,69.7228,-12.1232,32
117798466,2,4,11.87,70.0991,-17.3448,32
117799854,2,4,8.51,70.1955,-13.0627,32
117842802,2,4,8.12,70.3029,-14.8358,32
117880865,2,4,11.88,70.7059,-14.875,32
117979897,2,4,12.07,71.8244,-17.1152,32
121566289,2,1,8.12,69.1679,-22.2796,32
121593764,2,4,8.11,69.7276,-18.8872,32
121639587,2,1,8.46,70.3046,-23.5861,32
121641254,2,4,14.51,70.5345,-18.3485,32
138798835,1,2,8.27,74.303,-6.8601,32
138941272,1,2,8.09,83.2229,2.6628,32
139419658,2,2,8.12,80.2609,-21.6839,32
139527866,2,4,8.12,63.7517,-18.4849,32
139551420,2,1,8.04,64.4197,-23.7986,32
139595497,2,1,8.11,65.116,-21.2179,32
139667919,2,1,8.09,65.9271,-22.978,32
139668867,2,4,8.04,65.9173,-19.4731,32
139682931,2,1,14.96,66.2812,-23.6312,32
139733308,2,1,11.9,67.2228,-21.4821,32
139753245,2,1,8.19,67.5945,-23.495,32
139758332,2,1,8.02,67.7137,-20.8303,32
140281685,3,1,8.1,85.2705,-30.4804,32
140527781,4,3,8.03,66.8969,-71.9959,32
140579075,4,3,15.03,68.221,-77.6084,32
140691463,4,3,12.02,73.7015,-76.6806,32
140800765,4,3,8.02,74.7115,-72.1251,32
140802488,4,3,8.49,74.8902,-73.0826,32
140827588,4,3,7.15,75.4837,-76.6292,32
140830390,4,3,11.71,75.6273,-72.9139,32
140859822,4,3,12.07,76.1203,-74.0291,32
140894354,4,3,7.71,76.4887,-73.5932,32
140898575,4,3,6.7,76.6526,-77.5699,32
140943025,4,3,17.63,77.3084,-72.7787,32
140997242,4,3,8.2,78.1137,-75.1449,32
141269997,4,3,8.59,82.4732,-73.4704,32
141334293,4,3,12.73,83.8379,-75.8912,32
141479174,4,3,11.61,86.9851,-76.4877,32
141482386,4,3,10.08,86.8207,-72.4226,32
141527965,4,3,11.55,87.7151,-75.6884,32
141606660,4,3,8.04,88.9284,-72.4065,32
141608198,4,3,12.54,88.9623,-73.9855,32
141610486,4,3,8.56,88.8625,-77.8896,32
141610893,4,3,16.04,89.1492,-76.9469,32
141627237,4,3,9.06,89.5477,-76.2367,32
141628215,4,3,8.06,89.8005,-77.2712,32
141807629,4,3,10.1,92.5685,-72.0085,32
141807839,4,3,11.21,92.8753,-72.2271,32
141810080,4,3,4.43,92.563,-74.7543,32
141945095,4,3,8.03,95.6582,-73.3449,32
141975926,4,3,11.12,95.9177,-75.0758,32
142052876,4,3,10.89,97.694,-76.7171,32
142086812,4,3,8.2,98.4233,-75.6284,32
142086813,4,3,8.97,98.4372,-75.6234,32
142109251,4,3,8.04,99.1913,-76.8026,32
142110261,4,3,8.02,99.272,-74.796,32
142146238,4,3,17.39,99.9392,-76.8756,32
143209291,3,1,10.76,90.3562,-32.4204,32
143209292,3,1,11.81,90.3566,-32.4191,32
143353218,2,3,8.15,82.453,-13.4538,32
144486643,3,1,8.02,84.254,-37.2107,32
144486786,3,1,13.3,84.1477,-36.9141,32
146308722,2,1,8.01,73.7025,-20.3895,32
146323153,2,1,11.88,73.9459,-20.5714,32
146343255,2,4,8.08,74.3008,-18.5445,32
146437520,2,3,8.37,75.6276,-18.4741,32
146517487,2,2,8.07,76.3912,-23.2957,32
146519129,2,2,8.87,76.4684,-19.7524,32
146522418,2,2,8.46,76.7083,-21.586,32
146536983,2,2,8.11,77.0294,-21.4719,32
146538232,2,3,7.78,77.1491,-18.1802,32
146539195,2,2,11.62,77.1139,-21.0291,32
146817359,1,1,8.17,71.6514,-6.2178,32
146819340,2,4,10.0,71.7149,-11.2802,32
149039372,4,2,8.43,78.3547,-65.236,32
149059708,4,2,12.94,80.4038,-60.6153,32
149121385,4,2,8.13,80.9201,-63.615,32
149216532,4,2,13.22,82.0529,-63.6062,32
149218683,4,2,15.22,82.2036,-60.5051,32
149347480,4,2,7.9,83.6093,-60.104,32
149347629,4,2,12.79,83.6486,-60.1827,32
149422364,4,2,10.07,84.5488,-63.1041,32
149423433,4,2,8.13,84.6103,-61.1668,32
149503727,4,2,10.32,85.8485,-63.7676,32
149540525,4,2,8.39,86.3013,-62.9169,32
149575726,4,2,8.26,86.769,-64.7627,32
149601126,4,1,13.4,86.851,-60.5213,32
149601557,4,1,10.02,87.2826,-60.4984,32
149603524,4,2,9.71,87.1398,-63.9883,32
149861193,2,1,9.16,62.9728,-22.1125,32
149990841,4,1,11.63,90.6625,-64.8195,32
150063627,4,1,8.0,91.4257,-60.1056,32
150098860,4,1,9.69,91.7996,-61.9973,32
150100421,4,1,11.65,91.992,-61.2515,32
150103650,4,1,8.32,92.3417,-65.6794,32
150139182,4,1,9.51,92.752,-65.2102,32
150141471,4,1,8.01,92.7644,-63.2742,32
150185574,4,1,11.13,93.4683,-65.5141,32
150188736,4,1,10.49,93.7288,-60.6552,32
150249155,4,1,8.07,94.3374,-61.2461,32
150322340,4,1,5.94,95.6288,-60.2183,32
150357935,4,1,8.0,96.1953,-62.8364,32
150359500,4,1,9.75,96.4834,-60.0569,32
150390490,4,1,8.28,96.5365,-64.5532,32
150393049,4,1,8.01,96.7989,-60.1051,32
150428703,4,1,11.76,97.1662,-64.5964,32
150432211,4,1,12.81,97.2894,-61.7928,32
151561363,3,4,8.03,87.8092,-46.3453,32
151563386,3,4,8.48,87.9272,-42.4983,32
151584725,3,4,9.87,88.3044,-45.0867,32
152370762,2,1,8.77,65.2933,-24.5392,32
152373379,2,1,13.83,65.5175,-25.5168,32
152376867,2,3,10.14,75.0675,-14.7489,32
152504097,3,3,8.15,63.1826,-47.5656,32
152504637,3,3,15.27,63.2124,-45.1694,32
152539152,3,3,8.13,64.139,-45.391,32
152573312,3,2,11.11,64.5666,-42.0538,32
152574013,3,2,8.6,64.7142,-43.6222,32
152574751,3,3,10.72,64.6462,-45.4576,32
153212208,2,2,8.19,90.0282,-27.6229,32
153708460,3,3,15.51,65.5468,-47.695,32
153723399,3,3,8.03,66.0869,-47.4518,32
153724306,3,3,8.01,66.225,-44.7296,32
