TICID,Camera,CCD,Tmag,RA,Dec,sector
287329267,4,3,10.0,109.7835,-59.302,27
287424809,4,2,8.45,123.1047,-77.6392,27
287426689,4,2,8.02,122.8886,-74.9993,27
290237162,1,2,15.97,304.564,-38.5666,27
290323441,1,2,8.89,305.2449,-39.1818,27
290348383,3,2,7.37,328.7196,-77.3391,27
290401825,3,2,14.2,330.4646,-75.8672,27
290463663,3,2,8.12,0.9058,-80.5113,27
290480337,1,2,8.03,306.058,-41.0645,27
290604408,3,3,8.0,247.7343,-88.5854,27
290655383,4,4,8.03,83.9055,-51.7318,27
290665716,1,2,8.06,307.4576,-39.4554,27
290745249,1,3,8.02,307.6239,-37.0352,27
290755643,1,2,8.85,307.6905,-38.5781,27
291011593,1,3,8.04,309.4493,-36.0664,27
291111653,1,2,8.07,309.8085,-37.4111,27
291112607,1,3,6.85,309.9688,-36.0338,27
291194976,1,1,8.02,294.0595,-48.7238,27
293272754,4,3,8.17,98.7282,-60.7139,27
293438694,3,3,8.28,48.2615,-83.4883,27
293439813,3,3,8.01,48.9341,-80.8173,27
293507177,3,1,10.12,351.546,-73.3976,27
293527488,3,1,8.21,352.3678,-75.9437,27
294205275,4,3,8.06,108.0761,-58.4033,27
294399068,4,3,9.43,109.2452,-59.1228,27
294626591,4,1,9.5,70.4984,-70.5224,27
294750180,4,1,9.02,71.044,-70.324,27
294754396,4,1,10.71,71.0049,-66.4008,27
294781547,4,1,10.39,71.4841,-68.7618,27
294869729,4,1,11.27,71.7992,-68.9856,27
294977810,4,1,17.48,72.4212,-69.2899,27
294981566,4,1,10.12,72.3326,-67.3687,27
299749573,1,4,14.16,296.2284,-36.0538,27
299798795,3,3,11.56,37.1993,-80.8991,27
299799658,3,4,9.48,38.1217,-78.0236,27
299945285,4,2,10.02,106.6649,-71.4469,27
300081112,1,4,8.03,297.4232,-36.8354,27
300086410,4,2,16.98,107.8419,-70.7742,27
300138745,4,2,10.18,108.7551,-69.772,27
300157797,4,3,8.41,108.8714,-68.0433,27
300213669,1,1,14.48,297.8183,-39.9951,27
300241371,4,2,8.0,109.4017,-71.3342,27
300325379,4,3,8.03,110.7053,-66.5388,27
300349811,1,4,9.83,298.1002,-36.0751,27
300353991,1,1,8.06,298.336,-40.3725,27
300355974,1,1,9.11,298.4271,-41.1132,27
300443029,4,2,10.47,111.616,-70.8262,27
300510333,4,2,9.67,112.2534,-70.239,27
300557619,4,2,11.41,112.5991,-71.5954,27
300599466,4,3,11.34,113.0477,-68.0123,27
300658296,4,3,8.0,114.6477,-68.2706,27
300710077,4,2,11.98,115.2708,-71.3036,27
300808454,4,3,12.24,116.5623,-66.9862,27
300809119,4,3,9.1,116.6859,-67.75,27
300840726,1,4,8.05,300.3919,-36.8511,27
300863975,4,3,18.22,117.1243,-67.7569,27
300970893,4,3,13.34,118.3061,-67.8006,27
301147217,1,3,8.21,300.8144,-26.6331,27
301237254,1,3,10.05,300.9135,-29.0148,27
301711059,1,3,9.92,302.4354,-29.0446,27
301885878,1,3,9.48,303.0675,-28.6954,27
302065304,1,3,8.31,306.8948,-26.2033,27
302925037,3,4,8.14,40.1583,-79.0719,27
303910111,3,4,8.01,22.6401,-75.2319,27
304032310,3,4,11.39,24.8721,-75.6032,27
304100538,3,4,9.53,27.7,-75.8488,27
304103779,3,4,12.58,27.8476,-75.8109,27
304985492,1,1,8.05,288.3601,-48.4023,27
306472057,4,2,10.75,118.4347,-69.7017,27
306574570,4,2,9.9,119.3872,-71.2482,27
306577335,4,3,8.11,119.3053,-67.6934,27
306739391,4,2,11.31,120.9705,-69.881,27
306739511,4,2,8.06,120.738,-70.0301,27
306779124,4,2,10.22,121.5091,-71.043,27
309658435,4,4,14.89,79.0441,-60.9603,27
309702890,4,1,10.6,79.7052,-65.0249,27
309755088,4,4,11.96,79.7461,-60.5326,27
309791156,4,4,10.96,80.0549,-62.6462,27
309791758,4,4,14.72,80.1841,-61.4973,27
309792357,4,4,10.04,80.106,-59.8954,27
314865962,3,4,10.35,53.2817,-72.744,27
316830421,2,2,9.81,323.9424,-59.3889,27
317019189,3,1,8.15,336.2607,-72.9007,27
317097443,3,2,11.93,347.4886,-81.0661,27
317097514,3,2,8.04,347.0355,-81.2604,27
317300584,3,3,8.06,125.3606,-86.3763,27
318007796,3,2,9.61,303.4854,-78.8785,27
318041780,3,2,8.11,305.285,-80.8972,27
318045921,3,2,10.02,305.8915,-79.7389,27
318608749,3,3,10.51,9.1261,-83.5671,27
319259194,3,3,9.53,71.6509,-78.5616,27
319602897,2,4,14.8,291.2243,-59.1726,27
319608242,2,4,8.05,291.4753,-54.0915,27
319740524,2,4,7.76,291.8715,-54.966,27
320004517,2,4,8.09,293.2869,-54.5328,27
320055780,2,4,16.11,293.5387,-55.2805,27
320173712,2,4,15.35,293.9566,-58.8979,27
320202104,2,4,8.11,294.8283,-55.1595,27
320204627,2,4,8.01,294.7934,-58.6656,27
320660807,2,4,14.47,297.2326,-58.6274,27
320784905,2,4,8.24,298.5937,-57.5309,27
322948936,3,3,8.21,124.1882,-80.861,27
323423638,3,3,8.12,67.6269,-84.3009,27
324426174,3,2,8.12,285.5451,-76.595,27
325079607,2,2,15.86,322.4026,-69.3443,27
325175734,2,2,16.18,339.2069,-68.3723,27
325376866,3,2,8.05,332.6603,-83.9132,27
325608401,3,3,8.11,90.1652,-85.6821,27
325934742,1,3,8.05,303.2333,-26.1908,27
326295762,1,3,8.03,308.1403,-25.8447,27
327301957,2,1,10.63,310.7611,-72.0102,27
327672504,2,2,8.02,330.8826,-68.0589,27
327725538,2,2,8.22,331.6475,-71.0941,27
327725745,3,1,8.15,331.8826,-71.6227,27
327787012,3,2,8.28,312.8527,-75.637,27
327856083,3,3,16.73,359.3679,-86.3522,27
327918216,3,1,8.18,2.1947,-66.7595,27
331679394,2,1,8.12,306.4908,-74.3181,27
331681541,3,2,11.04,307.0335,-76.6782,27
331754267,2,1,8.1,321.9444,-73.2029,27
339260356,2,1,8.41,294.5473,-64.1334,27
339453875,2,4,8.0,296.401,-63.0418,27
339544830,2,4,8.03,297.1945,-61.1114,27
339668420,4,3,9.89,110.3488,-57.3435,27
339672028,4,3,9.39,110.5128,-57.385,27
339961200,4,3,9.73,112.5551,-58.5396,27
340006157,4,3,8.72,112.7373,-57.991,27
340849137,2,1,8.03,293.449,-75.2535,27
341078639,2,1,8.12,313.0548,-65.1451,27
341311287,2,3,8.04,315.8066,-60.6233,27
341362242,2,2,8.14,316.4057,-61.7287,27
341423559,2,2,8.21,317.4414,-64.5107,27
348717688,3,3,9.12,45.1534,-81.9021,27
348763552,3,3,13.49,46.9266,-80.9218,27
348770361,3,3,11.5,46.6867,-82.3164,27
348839788,4,3,9.3,98.8426,-57.6261,27
348898049,4,3,10.76,106.0603,-62.9025,27
348899264,4,3,8.04,106.1815,-60.808,27
348992108,4,3,14.63,106.9111,-62.3781,27
349095149,4,3,10.06,107.921,-65.5088,27
349152140,4,3,11.88,108.0194,-61.1638,27
349156177,4,3,7.4,108.316,-64.8734,27
349192028,4,3,11.82,108.8378,-60.378,27
349269343,4,3,8.0,108.9713,-61.8623,27
349271114,4,3,10.99,109.2049,-60.3506,27
349275562,4,3,9.13,109.4547,-65.2142,27
349374765,4,3,9.91,110.2133,-62.1688,27
349411267,4,3,8.05,110.3439,-60.2531,27
349480752,4,3,8.07,110.8602,-64.692,27
349483265,4,3,11.38,111.0206,-61.415,27
349574361,4,3,9.53,111.7157,-65.8852,27
349766265,4,3,8.11,112.9678,-61.6921,27
349784936,4,3,8.08,113.1789,-63.3246,27
349829477,4,3,8.31,113.6764,-61.0828,27
349829627,4,3,9.03,113.6952,-61.2401,27
349902873,4,3,8.62,113.7696,-63.0394,27
350146296,4,3,9.17,115.7396,-63.7019,27
350153977,3,3,10.65,53.1595,-81.2507,27
350332997,4,4,11.76,84.0817,-54.1912,27
350433903,4,4,8.16,85.0495,-56.5068,27
350444342,4,4,8.07,85.3598,-59.7669,27
350580827,4,4,8.12,86.8899,-55.0365,27
350583903,4,4,13.22,87.1889,-58.29,27
350584963,4,4,9.48,87.1161,-56.0041,27
350618622,4,4,8.58,87.4018,-54.9103,27
351339273,2,1,10.39,301.0099,-65.6044,27
351535191,2,4,4.5,309.3978,-61.5303,27
351559682,2,4,8.05,309.7552,-60.8265,27
351601843,2,1,11.12,309.9709,-65.4498,27
351603103,2,1,10.56,310.0868,-63.79,27
351603455,2,1,8.65,310.1788,-63.0601,27
352142391,2,1,13.55,287.0864,-72.5096,27
352315023,2,1,12.99,300.4682,-71.9573,27
352352030,2,1,15.67,300.8573,-67.5166,27
352480413,2,1,12.5,324.0057,-72.8077,27
352541842,3,2,8.28,325.1391,-76.6331,27
352567882,3,2,9.12,326.1672,-72.8199,27
354134858,2,3,15.84,312.9731,-55.1262,27
354171926,2,3,9.61,313.89,-56.7421,27
355051924,1,3,13.62,303.5955,-37.2618,27
355052397,1,3,8.04,303.5187,-36.6152,27
355058528,1,2,12.02,303.7698,-40.0957,27
355138159,1,2,8.03,307.1913,-45.3873,27
355213154,1,1,15.69,296.5858,-51.2142,27
356333389,3,3,8.02,155.8466,-87.1562,27
358176584,4,2,11.23,107.1636,-76.7059,27
358460246,4,3,10.43,119.0141,-64.9411,27
360742636,2,4,11.25,294.6337,-55.3303,27
360914993,2,3,9.42,310.5536,-57.6697,27
364326091,4,3,8.01,101.7985,-61.8131,27
364393429,4,3,9.24,116.5937,-64.0558,27
364395234,4,3,11.78,116.5014,-61.8798,27
364422623,4,3,8.26,119.7002,-64.5444,27
364588501,4,2,9.2,85.4033,-76.0722,27
364588606,4,2,9.74,85.0679,-76.3861,27
366989877,2,4,8.44,302.1142,-54.3175,27
369324314,3,2,8.02,289.1397,-81.8529,27
369327947,3,2,10.15,290.2417,-82.5615,27
369369855,3,2,8.08,294.6332,-86.4901,27
369379212,3,2,8.11,300.1892,-84.3839,27
369455629,1,2,11.45,311.6734,-41.821,27
369457671,1,2,11.52,311.6436,-37.9044,27
369843853,1,1,9.43,295.1273,-42.4689,27
369845536,1,1,12.9,295.0325,-44.3359,27
369864738,3,3,9.52,163.6288,-87.2697,27
369871758,1,1,9.32,295.0263,-46.9075,27
369960846,3,3,13.46,173.8098,-88.0962,27
369986531,1,2,8.13,307.3772,-45.3829,27
370076395,1,1,16.66,296.2893,-50.569,27
370133522,2,4,10.12,306.9297,-56.464,27
370139723,4,2,8.13,73.3729,-77.5364,27
370141811,2,3,8.08,310.1586,-55.7337,27
370203952,2,3,15.86,313.9723,-54.2192,27
370205071,2,3,8.14,314.0266,-56.703,27
370227221,4,2,8.1,85.5473,-74.5674,27
370228765,2,3,9.23,319.2468,-56.3073,27
370327326,3,3,8.02,64.1485,-79.9934,27
371836310,2,1,8.04,305.7913,-65.9149,27
371836968,2,1,15.76,306.1331,-67.1522,27
372042957,2,1,8.0,309.519,-71.6354,27
372109346,2,1,13.52,311.0922,-68.0906,27
372172495,2,1,14.85,312.4763,-69.6087,27
372218461,2,1,8.0,313.1111,-67.5992,27
372387876,2,1,8.17,317.52,-71.6112,27
372419240,2,1,8.56,317.6317,-68.0694,27
372913430,4,3,8.35,119.5335,-60.7805,27
373604254,4,1,8.08,81.1833,-67.8974,27
374829238,4,4,11.5,88.3372,-65.6334,27
374997123,4,3,10.3,99.2248,-63.0794,27
375034557,4,3,5.64,99.5009,-61.533,27
375059587,4,3,9.82,100.1042,-63.3391,27
381855290,2,3,8.05,322.2849,-55.1666,27
381949122,4,4,4.22,76.3774,-57.472,27
381949148,4,4,7.36,76.447,-57.5531,27
381949410,4,4,11.04,76.5439,-58.4745,27
381976956,4,4,9.01,77.5465,-57.5867,27
381978020,4,4,8.07,77.5357,-54.2778,27
382042960,4,4,17.01,79.0502,-56.0113,27
382043650,4,4,11.96,79.1914,-54.1712,27
382068562,4,4,11.36,79.6569,-55.8885,27
382187278,4,4,8.21,81.2631,-57.2353,27
382198673,4,4,8.39,81.5633,-59.1928,27
382200050,4,4,8.48,81.5495,-55.4255,27
382254933,2,1,8.37,287.0819,-66.4054,27
382258517,4,4,9.41,82.578,-53.9764,27
382267824,4,4,14.63,83.0962,-54.0048,27
382321955,2,3,8.37,320.2603,-46.8529,27
382388897,2,1,8.02,289.2298,-67.6582,27
382437043,4,3,9.31,117.2148,-63.7201,27
382471461,2,1,8.01,291.8884,-66.5227,27
382575967,4,3,9.77,118.2226,-60.7859,27
382626661,4,3,9.68,118.5692,-65.4415,27
382636263,4,1,8.12,55.1082,-65.2851,27
383383977,3,3,8.48,191.6681,-87.8502,27
383390264,3,3,8.76,192.5885,-88.1211,27
387112405,2,1,8.25,286.4332,-74.0293,27
387115314,3,2,9.56,286.5642,-77.0456,27
387194629,2,4,14.09,304.7287,-57.3592,27
387241049,2,4,8.24,310.2787,-61.5924,27
388104525,4,1,11.6,55.9337,-65.1938,27
388106759,4,1,10.52,62.8539,-69.4749,27
388131027,4,1,8.03,65.3618,-69.6155,27
388182039,4,2,10.37,105.6468,-75.1466,27
389051009,2,2,13.03,333.4618,-63.7018,27
389204314,1,2,8.0,303.0088,-39.7302,27
389295989,1,3,9.48,303.195,-36.3401,27
389352124,1,2,9.05,311.0428,-39.2256,27
389424817,1,2,8.38,311.9374,-39.6807,27
389426731,1,2,9.91,312.2914,-40.2017,27
389447098,1,2,8.04,312.1785,-37.1642,27
389527820,1,2,8.05,314.5395,-38.9899,27
389587663,1,2,8.21,311.9875,-45.2177,27
389674742,4,1,8.06,86.8045,-66.6996,27
389924075,4,2,10.4,87.8741,-70.9918,27
391892593,4,3,9.35,115.455,-68.0283,27
391904697,4,2,11.5,106.4771,-72.5587,27
391925969,4,2,9.97,107.7566,-75.168,27
391949880,3,3,7.99,79.5205,-80.9643,27
393978659,2,3,14.97,329.0891,-54.6398,27
394008586,2,2,8.82,329.6151,-57.5269,27
394045029,2,2,8.01,334.5862,-64.5575,27
394231269,3,4,8.25,47.7855,-75.2329,27
394481268,2,3,10.3,315.8044,-56.9614,27
394496655,2,2,9.66,319.2464,-65.5801,27
394521800,2,2,14.49,334.9541,-65.4919,27
394557413,2,2,8.08,335.1037,-63.0162,27
394581017,2,2,8.06,338.4879,-62.6003,27
394584686,2,2,8.01,340.2864,-64.1479,27
394698182,3,3,11.97,54.9899,-83.0885,27
394702378,3,3,16.07,65.134,-82.1098,27
394756166,3,3,8.0,25.0406,-86.6891,27
396167830,2,1,8.01,298.676,-68.259,27
396170076,2,1,8.05,298.5071,-71.5326,27
398275886,1,4,12.14,293.833,-28.4987,27
401571757,2,1,15.05,312.2473,-72.8446,27
401574080,3,2,8.04,312.3587,-77.6039,27
401727043,3,2,8.0,334.4004,-80.4581,27
402063857,3,1,8.1,352.1607,-66.0857,27
402104026,3,4,8.0,17.5335,-77.2065,27
403124183,2,2,9.63,324.633,-62.9498,27
403224672,2,2,7.38,338.9834,-59.8649,27
403237036,2,2,8.13,330.6277,-62.0487,27
403237836,2,2,10.53,330.7278,-64.6795,27
403317759,2,2,15.58,343.0824,-63.2652,27
403995834,3,2,13.57,318.3308,-81.8224,27
404027788,1,1,8.02,291.685,-50.0966,27
404191990,3,2,13.18,294.9125,-76.0215,27
404219695,3,2,8.1,303.5136,-75.8679,27
404239479,2,1,16.14,307.9139,-73.6805,27
404268044,3,2,16.23,308.8121,-77.7036,27
404346622,3,2,8.09,320.4617,-73.8555,27
404379108,3,2,16.36,328.8309,-83.8947,27
404852431,4,1,8.77,85.2302,-69.1753,27
405411672,3,1,8.25,337.1401,-70.4161,27
405428273,3,2,8.31,354.2525,-83.8393,27
405459469,3,3,8.03,12.2242,-88.4146,27
405475261,3,3,8.08,14.5909,-84.1757,27
405476094,3,3,16.87,14.7246,-86.0559,27
406272866,2,2,8.03,325.4195,-64.1437,27
406321123,2,2,11.32,327.6107,-63.6807,27
406348470,3,3,8.4,330.887,-87.3581,27
407883882,2,1,8.07,290.1368,-72.7236,27
409699728,2,2,8.22,332.8275,-56.4172,27
409780413,2,4,8.0,290.3548,-60.8821,27
409802691,2,4,16.54,292.5963,-62.5997,27
409934330,2,1,8.11,302.1477,-71.5524,27
409948021,2,1,8.06,316.4947,-69.9044,27
410004674,2,2,8.05,319.6412,-66.7986,27
410072325,2,2,9.27,322.1457,-67.1971,27
410120539,2,2,8.1,336.8066,-69.7049,27
410153553,3,1,11.92,340.4975,-69.1731,27
410153599,3,1,8.07,340.4609,-69.2986,27
410214986,3,1,7.85,354.9158,-69.1961,27
410404354,3,3,8.15,75.4109,-87.3913,27
410414842,2,2,16.18,318.8859,-61.9803,27
410450228,4,3,10.68,117.8949,-60.4124,27
411959167,2,1,7.33,290.8465,-65.5789,27
412014494,2,4,9.39,291.3738,-60.9411,27
419571221,2,1,14.12,319.2899,-70.0178,27
419610509,2,2,8.09,320.3535,-66.9165,27
419634690,2,2,8.32,323.2348,-69.4496,27
419668416,2,2,8.06,338.0961,-67.0669,27
421435209,1,1,8.08,293.0899,-42.1245,27
421894914,3,2,9.67,339.2588,-76.9176,27
421915587,2,4,8.16,288.2266,-59.6885,27
421939894,3,1,14.71,343.6583,-72.386,27
422004982,2,4,8.03,301.4084,-54.8224,27
422039615,2,4,8.07,301.4089,-59.2311,27
424880540,2,4,8.3,291.4991,-52.2062,27
425064757,4,1,11.36,82.918,-69.8836,27
425546651,1,4,8.12,286.101,-34.5968,27
425575714,1,4,11.52,286.1782,-30.6562,27
425721385,1,1,9.73,289.7618,-43.0743,27
425819601,1,2,15.16,305.9979,-42.407,27
425825409,3,4,17.09,19.1492,-77.1432,27
426017070,3,4,15.95,42.8124,-73.1555,27
426017248,3,4,14.89,42.8399,-72.5759,27
431380369,3,4,7.82,49.0335,-73.5488,27
431589361,3,4,12.25,50.7573,-74.3164,27
439448315,1,3,8.08,301.7011,-29.9139,27
441251994,1,4,8.11,295.2095,-38.8079,27
441258523,1,4,9.83,295.2714,-38.9832,27
441261072,1,1,8.22,295.2386,-41.3888,27
441296602,1,3,8.77,308.033,-32.3056,27
441302283,1,3,8.07,308.1715,-30.6114,27
441357923,1,3,14.76,309.6593,-33.4432,27
441383419,1,3,8.08,309.9489,-32.1285,27
441398770,1,3,7.4,310.4646,-32.4375,27
441399632,1,3,8.11,310.4604,-33.888,27
441420236,1,3,6.75,311.2916,-31.343,27
441420874,1,3,10.77,311.2884,-32.3679,27
446549905,2,4,9.68,286.7918,-58.6973,27
451507703,3,3,14.61,255.1638,-87.3985,27
451594872,3,2,8.41,278.3081,-84.6366,27
451599528,3,2,7.56,279.7241,-85.7092,27
451606970,3,2,10.03,285.0498,-84.4482,27
453099619,4,2,8.1,116.0861,-69.5105,27
461737753,3,3,13.73,97.2831,-84.848,27
464593185,2,1,8.4,286.9987,-64.8291,27
464653914,2,4,14.81,288.098,-62.7762,27
466051959,1,4,8.05,287.0929,-29.8536,27
466169141,2,4,8.07,301.2735,-62.0828,27
466172238,2,1,8.21,301.637,-64.4866,27
466196631,2,1,16.34,302.146,-64.0413,27
466199456,2,4,13.74,302.2746,-60.4289,27
466234180,2,4,8.08,303.8262,-60.5927,27
466260580,2,4,11.64,304.3074,-61.574,27
466279308,2,1,8.05,306.0666,-63.8902,27
467971286,2,4,13.19,289.2975,-60.8918,27
468148930,3,3,12.23,305.5708,-88.5685,27
468218067,3,2,8.33,327.8922,-86.2777,27
469779830,1,4,8.05,292.5111,-39.3186,27
469821735,2,1,8.42,300.9325,-74.1887,27
469978297,2,2,8.09,342.0888,-67.4286,27
469978554,3,1,14.71,342.1252,-68.1948,27
469981019,3,1,12.82,342.4719,-68.1077,27
471013483,1,3,16.23,312.0518,-28.2849,27
471013507,1,3,11.7,306.5572,-37.1083,27
471015393,2,1,16.66,305.162,-73.9489,27
471015395,2,3,16.66,324.765,-56.9203,27
471015400,1,3,16.36,310.279,-31.9828,27
471015402,1,2,16.39,310.967,-44.7686,27
471015408,1,4,16.46,296.21,-38.2072,27
471015421,1,2,16.56,308.153,-45.3206,27
516627014,3,3,7.95,71.8953,-79.8072,27
612298741,3,4,17.51,16.8791,-74.9693,27
613645457,3,4,17.44,18.9835,-73.3256,27
630659726,3,3,16.61,20.9811,-86.748,27
630793111,3,4,14.18,30.8854,-78.0098,27
630848191,3,4,15.8,32.8842,-76.1063,27
630952812,3,4,14.0,38.4338,-75.0816,27
631047071,3,4,18.03,20.8635,-73.2105,27
650213298,3,4,15.89,53.8363,-74.2836,27
675038317,3,3,17.7,60.4487,-82.726,27
684404985,4,1,17.54,78.708,-65.0209,27
684905448,4,1,16.89,64.7267,-64.5899,27
684974870,4,4,17.04,69.8522,-59.5905,27
724115555,3,3,15.32,80.9735,-82.6196,27
724424609,4,2,17.39,89.8641,-74.708,27
724466209,4,2,16.37,88.3658,-73.9629,27
724776782,4,2,16.72,85.2795,-72.9378,27
734469567,4,4,17.44,80.915,-60.4213,27
734535817,4,4,16.57,84.3045,-55.1606,27
734560548,4,4,17.4,89.8385,-54.8701,27
734616311,4,4,14.41,82.4365,-53.2644,27
735179973,4,2,17.46,97.1163,-77.812,27
737123430,4,3,17.54,93.8404,-64.4414,27
764425749,3,3,15.08,112.9813,-81.9953,27
764653535,4,2,17.17,115.9315,-74.2559,27
765351071,4,3,17.13,105.0705,-65.1461,27
765434315,4,3,17.06,105.2922,-63.2006,27
765549141,4,3,16.28,111.9611,-64.3586,27
765684649,4,3,17.24,111.3732,-62.8818,27
766204378,4,3,17.52,108.2174,-60.2812,27
804791406,4,2,16.4,120.6812,-74.8185,27
1988868455,2,2,16.66,314.3968,-61.9237,27
1990074078,2,4,15.53,302.0462,-53.0271,27
12723842,1,3,8.01,336.7421,-17.781,28
24705240,3,1,8.01,25.5341,-66.0176,28
24706089,3,4,8.0,25.7738,-69.5726,28
24706112,3,4,16.34,25.6485,-69.6375,28
24706893,3,3,8.21,25.983,-71.4666,28
25078597,4,1,11.75,60.343,-70.8621,28
25132314,4,1,8.03,62.1285,-68.7022,28
25153759,4,1,17.32,63.0189,-68.1525,28
25155310,4,1,10.61,63.375,-69.2265,28
25230545,1,3,8.4,327.177,-22.1256,28
25247445,1,3,8.28,327.4146,-20.508,28
25300088,1,3,13.26,327.8045,-21.1179,28
25375915,1,3,8.19,328.8472,-23.7353,28
29284027,1,4,8.15,313.0763,-24.1589,28
29344935,1,4,13.24,313.2155,-25.6874,28
29433169,1,4,8.4,313.789,-25.702,28
29495056,1,4,8.15,314.218,-27.2528,28
29634122,1,4,8.06,314.9715,-28.9706,28
29781292,4,1,8.94,65.2384,-68.1027,28
29821374,1,4,15.41,316.0746,-27.1954,28
29821613,1,4,8.22,316.1186,-26.7351,28
29830830,4,1,11.7,66.4721,-66.8995,28
29831118,4,1,8.06,66.4705,-67.5722,28
29840077,1,4,15.63,316.5369,-25.6605,28
29857954,1,4,10.74,316.6319,-26.6929,28
29986479,4,1,8.01,72.8589,-68.4398,28
30312676,4,1,11.3,74.2868,-66.3903,28
30316134,4,1,11.07,74.3836,-68.019,28
30631031,4,2,7.28,75.1644,-70.6238,28
30853028,4,1,8.11,75.7767,-66.9099,28
30853470,4,1,11.3,75.9161,-66.6548,28
31266926,4,2,9.64,88.1559,-71.5155,28
31381302,4,2,12.49,88.3604,-71.5616,28
31511890,4,2,8.04,89.3423,-67.4283,28
31655134,3,4,8.37,46.7448,-70.8848,28
31674330,3,4,11.58,47.6299,-68.6015,28
31705248,3,4,8.08,48.4743,-67.1846,28
31740375,3,4,11.8,48.3177,-66.4075,28
31814318,3,4,8.02,51.2205,-68.3343,28
31852980,3,4,9.82,52.5408,-70.3995,28
31946252,3,4,8.46,54.6835,-70.8652,28
32036692,3,4,8.16,56.7999,-67.3906,28
32068755,3,4,14.89,57.6572,-69.3492,28
32072326,4,1,8.85,58.1708,-69.4257,28
32090583,4,1,13.33,58.4226,-68.7384,28
33716446,3,3,16.27,60.734,-75.9334,28
33831980,4,2,11.98,63.4158,-76.0981,28
33834484,4,2,14.11,63.8381,-72.8615,28
33836359,4,2,8.08,64.0614,-75.344,28
33840009,4,2,15.75,64.9078,-73.0623,28
33864387,4,2,11.4,65.4139,-72.5654,28
33878688,4,2,11.18,66.2219,-73.3336,28
38460940,4,1,13.1,61.1367,-62.9898,28
38461205,4,1,11.8,61.2415,-63.9086,28
38469560,4,1,8.05,61.9716,-64.604,28
38509907,4,1,11.94,62.3798,-62.8504,28
38510224,4,1,11.75,62.5161,-61.9427,28
38515329,4,1,8.02,62.7588,-62.4473,28
38571020,4,1,10.18,63.1995,-64.3479,28
38583513,4,1,14.26,63.5292,-65.4135,28
38586127,4,1,9.79,64.1214,-61.0837,28
38586438,4,1,11.67,64.0893,-62.0133,28
38633493,4,1,8.03,64.9985,-61.0058,28
38696105,4,1,10.5,66.1362,-60.1299,28
38736839,3,2,8.09,6.0309,-70.4439,28
38811498,4,1,8.02,67.3874,-65.3774,28
38823638,3,1,8.09,7.4853,-66.1644,28
38827910,4,1,9.75,68.4858,-61.4878,28
38846515,4,1,10.32,68.9599,-64.027,28
38906005,4,1,9.61,69.4424,-60.5234,28
38952079,3,2,8.18,10.8227,-68.6401,28
38954456,4,1,8.16,70.2612,-60.8458,28
39015747,3,2,8.03,11.5962,-71.7824,28
39080180,3,2,8.28,13.5449,-70.1174,28
41227743,4,2,10.71,91.5198,-69.4202,28
41256025,4,2,11.14,91.9405,-69.1563,28
41259805,4,2,8.84,92.1221,-71.1199,28
41464373,4,2,8.07,93.1624,-69.24,28
41488282,4,3,8.02,93.284,-66.0456,28
47316976,1,2,8.97,340.3077,-28.0327,28
47355413,1,2,15.79,341.1987,-28.0156,28
47389790,1,2,8.02,341.9056,-27.3661,28
47424873,1,2,11.11,342.2839,-28.8569,28
50312495,3,3,9.81,31.1793,-73.1266,28
50379749,3,3,8.13,32.9705,-74.0874,28
50385872,3,3,15.01,34.1059,-76.7309,28
50491108,3,3,8.42,37.2293,-72.5324,28
52122434,3,1,8.16,17.8206,-68.0485,28
52204645,3,1,10.85,19.3941,-66.9033,28
52315037,3,1,15.13,22.9932,-68.5208,28
52368076,3,1,10.2,23.593,-66.6765,28
53783180,1,3,8.08,327.0457,-24.0553,28
53939120,1,3,8.15,328.4834,-25.777,28
53976522,1,3,8.03,329.089,-29.3488,28
53992917,1,3,8.13,331.1842,-25.1208,28
53994275,1,3,8.05,331.5445,-28.0247,28
55269690,4,1,11.11,76.2403,-63.818,28
55383975,4,1,11.26,77.3836,-64.026,28
55401680,4,1,8.0,77.9797,-60.655,28
55402580,4,1,8.17,77.8438,-62.8175,28
55452078,4,1,10.34,70.6846,-63.7046,28
55478693,4,1,8.01,71.2144,-64.9763,28
55523561,4,1,8.22,72.0654,-62.4282,28
55525572,4,1,9.85,72.694,-60.9055,28
55557707,4,1,10.77,73.0714,-60.394,28
55604274,4,1,8.04,73.5677,-59.9433,28
55604374,4,1,11.83,73.6575,-60.2346,28
55650407,4,1,15.03,73.8641,-62.9784,28
55650590,4,1,12.43,73.7386,-62.5217,28
55652896,4,1,11.57,73.9799,-63.2604,28
60369861,1,2,8.22,334.0412,-32.0372,28
61708139,1,2,8.04,335.3985,-35.9367,28
62483237,1,2,9.36,336.4025,-34.9098,28
62483415,1,2,13.91,336.2387,-31.6219,28
63280289,1,2,8.16,337.0426,-32.266,28
63281499,1,2,15.64,337.2428,-31.0987,28
69747919,1,3,7.73,336.5762,-18.0118,28
69750051,1,3,8.24,336.8566,-22.5346,28
69813909,1,3,13.95,337.4108,-20.8372,28
69841698,1,3,9.4,338.0998,-20.7115,28
69855370,1,3,9.19,338.3014,-20.0393,28
69888397,1,3,8.16,338.5387,-23.2933,28
69911593,1,3,14.33,339.0275,-22.815,28
71274771,1,1,10.2,330.5681,-42.1764,28
71335815,2,4,11.14,331.2154,-47.5339,28
80080413,1,3,8.04,330.6757,-30.7127,28
